"admin_b.GID_nmbr" "X2000" "X2001" "X2002" "X2003" "X2004" "X2005" "X2006" "X2007" "X2008" "X2009" "X2010" "X2011" "X2012" "X2013" "X2014" "X2015" "X2016" "X2017" "X2018" "X2019"
"1" 100401 17.5722930897241 16.6701889750601 15.8175572362439 15.0163961059746 14.3226145985483 13.7353559910566 13.2759655152244 12.9803507903527 12.8293501042772 12.7924768129985 12.8502588272095 12.9563449771925 13.0554715134632 13.1117986865427 13.2930519717863 13.1550973256429 13.383476558773 13.4324256688699 13.3020462441718 13.3872817138146
"2" 100402 16.1911599604289 15.3565199152629 14.5678536860148 13.8371604029338 13.1814402770996 12.628679822286 12.2118533452352 11.9369603856405 11.7940264511108 11.7670269775391 11.8219996643066 11.9189731216431 12.0149337895711 12.0749065907796 11.8043737792969 11.7425464375814 11.4896937942505 11.3307865905762 11.520612932841 10.9172670237223
"3" 100403 15.6051872812136 14.8034948050374 14.0477423427081 13.3443734766257 12.7220560083486 12.1945501674305 11.799778100216 11.531757701527 11.4022572209137 11.3767728950038 11.4290552235613 11.5163989259739 11.6012427638275 11.6571312673164 11.8575001389089 11.8812169306206 11.6408082114326 11.340732261388 10.6389802393287 10.9632572597928
"4" 101601 7.38801376133749 7.35786323024802 7.32456185066537 7.32386304254401 7.30827399475934 7.20530155913471 6.95991791764351 7.12582211951687 7.22035613125318 6.97806832561754 6.92150696009806 6.9214655601815 7.08128785433835 6.88249329344867 7.09672602562055 7.21631524334215 7.3159998149088 7.01971223909561 7.0534246392446 7.05363017565584
"5" 101602 6.53370341569364 6.29482058993357 6.48491615449597 6.31299099665202 6.47060465098855 6.34697909126739 6.28391622925947 6.03908668449539 6.19539826073332 6.04894026310858 6.13948514504347 6.10779039017455 6.1542726191218 6.12516762824829 6.17450018128949 6.21593993295453 6.49254799174691 6.39091316668573 6.18444889319871 6.09739835819085
"6" 101603 17.3570003509521 16.8470001220703 17.9340000152588 17.6439990997314 18.1709995269775 17.6420001983643 17.8299999237061 17.4950008392334 17.6669998168945 17.4489994049072 18.0690002441406 18.181999206543 17.8369998931885 17.8880004882812 18.3980007171631 18.8190002441406 18.7959995269775 18.8169994354248 17.951000213623 17.5300006866455
"7" 101604 9.52301228197315 9.13441725622249 8.75434203087529 8.76070908655094 8.77115235147597 8.74551887150052 8.89839202542848 8.55005715164957 8.54025312616855 8.36360172682171 8.57496238056618 8.3651838604408 8.41074090064326 8.38953118384639 8.44337380686893 8.46353128288366 8.75110719173769 8.8187025166765 8.36159473733057 8.09975975978224
"8" 101605 9.20462234618386 8.56731404179819 8.95930757118198 8.86533896577653 8.94625761820655 8.82066397616383 8.640328530288 8.55256538593306 8.57431794729334 8.60849447385161 8.71966061069772 8.54509858444807 8.67801061704386 8.62430046640942 8.65463643528969 9.16731114269567 9.07735667211849 9.23678801506231 8.92049787743774 8.84157255934321
"9" 101606 10.1586055847315 9.60033662502582 9.91651420409863 9.63017329344383 9.89391867472575 9.60249473498418 9.49425935286742 9.35542796437557 9.45687064757714 9.43476468095413 9.61532680804913 9.4194713303676 9.60900497436523 9.61186526371882 9.99948511673854 10.0543028620573 10.4479666260573 10.4321535413082 10.2005147062815 10.150028691842
"10" 101607 10.7204844913785 10.2623810011243 10.5956345815507 10.1934447818332 10.3760392628019 10.2229361685496 9.68624605451311 9.71249977747599 9.72826187951224 9.43488857481215 9.7768496256026 9.69403147319007 9.77576184651208 9.93864247912452 10.3493727048238 10.3433571694389 10.475333221375 10.8349441952176 10.3477857453482 10.6398731716095
"11" 101608 10.5154671444083 10.0057266388299 10.2084815097305 9.88697160864776 10.1349058286199 9.87938187257299 9.78731582299718 9.42915081527998 9.40294836152275 9.35978788249897 9.52233476009009 9.35601458009684 9.59303282791713 9.6043682053404 9.65799993389058 10.2246981116961 10.0787592968851 10.282665140224 10.1214996553817 9.8526087796913
"12" 101609 11.9706049852593 12.1949535192445 12.1293023575184 11.50058178569 12.0287442318229 11.8222559108291 11.3601625132006 10.987883612167 11.0596046225969 11.0651863453 11.2204882599587 10.886209487915 11.1206742441931 10.8208373535511 11.4336980109991 11.5602789590525 11.9786043388899 11.8587902645732 11.8819998364116 11.8303719010464
"13" 102301 16.3733329772949 16.8616669972738 16.1526660919189 16.8423337936401 17.3793334960938 17.3349994023641 17.7386671702067 17.7680006027222 18.7126665115356 19.1023330688477 18.8773336410522 18.3199996948242 18.1689999898275 17.8583326339722 17.7836662928263 17.1333332061768 16.9143330256144 16.4336668650309 16.0456666946411 15.2226670583089
"14" 102302 10.8839448999476 10.4803520308601 10.4396851151078 10.7354260373999 11.1097036467658 11.1936853726705 11.4139819145203 11.6869632932875 12.1475928094652 12.0083332061768 12.1561664298729 11.9729071546484 11.8782592526189 11.5768884376243 11.5878518775657 11.0165369952167 11.1678699210838 10.9317406371788 10.8325187188608 10.4774260344329
"15" 102303 10.3638333593096 10.2802378336589 10.0042383103144 9.76257126671927 10.329952784947 10.2135474795387 10.3803810392107 10.8040238562084 10.7554758162726 10.6827377591814 10.8268098831177 10.7423092978341 10.470262323107 10.0964285078503 10.0966191064744 9.63409516924903 9.73904723212832 9.27654725029355 8.99009543373471 8.84892817905971
